2.926720900000000000e+07,-2.088373899459838867e-01,6.929847002029418945e-01,1.341358184814453125e+00,0.000000000000000000e+00
2.926722900000000000e+07,-6.972839832305908203e-01,2.331773042678833008e+00,4.576911926269531250e+00,0.000000000000000000e+00
2.926724800000000000e+07,-1.065831542015075684e+00,3.625427246093750000e+00,7.186078548431396484e+00,0.000000000000000000e+00
2.926727000000000000e+07,-1.181380629539489746e+00,4.102816581726074219e+00,8.206074714660644531e+00,0.000000000000000000e+00
2.926728900000000000e+07,-1.218709707260131836e+00,4.258924484252929688e+00,8.717623710632324219e+00,0.000000000000000000e+00
2.926730800000000000e+07,-1.224360942840576172e+00,4.251673698425292969e+00,8.995134353637695312e+00,0.000000000000000000e+00
2.926732800000000000e+07,-1.187998890876770020e+00,4.165993690490722656e+00,9.075576782226562500e+00,0.000000000000000000e+00
2.926734800000000000e+07,-1.105959296226501465e+00,4.061437129974365234e+00,9.087096214294433594e+00,0.000000000000000000e+00
2.926736800000000000e+07,-1.016122102737426758e+00,3.966809749603271484e+00,9.066092491149902344e+00,0.000000000000000000e+00
2.926738800000000000e+07,-9.629305005073547363e-01,3.912739038467407227e+00,8.995977401733398438e+00,0.000000000000000000e+00
2.926740800000000000e+07,-9.387512207031250000e-01,3.914063215255737305e+00,8.926090240478515625e+00,0.000000000000000000e+00
2.926742800000000000e+07,-9.085810780525207520e-01,3.942416191101074219e+00,8.964713096618652344e+00,0.000000000000000000e+00
2.926744900000000000e+07,-8.794437050819396973e-01,3.960240602493286133e+00,9.140714645385742188e+00,0.000000000000000000e+00
2.926746800000000000e+07,-8.744531869888305664e-01,3.953083038330078125e+00,9.196818351745605469e+00,0.000000000000000000e+00
2.926748800000000000e+07,-8.726930618286132812e-01,3.945999383926391602e+00,9.179790496826171875e+00,0.000000000000000000e+00
2.926750800000000000e+07,-8.594480156898498535e-01,3.959829568862915039e+00,9.279160499572753906e+00,0.000000000000000000e+00
2.926752800000000000e+07,-8.381617665290832520e-01,3.966779232025146484e+00,9.145781517028808594e+00,0.000000000000000000e+00
2.926754800000000000e+07,-8.066781759262084961e-01,3.973156213760375977e+00,9.018298149108886719e+00,0.000000000000000000e+00
2.926756800000000000e+07,-7.878491878509521484e-01,3.990586996078491211e+00,9.126397132873535156e+00,0.000000000000000000e+00
2.926758800000000000e+07,-7.735373377799987793e-01,3.974027395248413086e+00,9.058414459228515625e+00,0.000000000000000000e+00
2.926760800000000000e+07,-7.320893406867980957e-01,3.944018840789794922e+00,9.070350646972656250e+00,0.000000000000000000e+00
2.926762800000000000e+07,-6.881521344184875488e-01,3.958225488662719727e+00,9.250355720520019531e+00,0.000000000000000000e+00
